1457469195,projet_20_25_9.dat,11,3,annealing
1457469196,projet_25_30_1.dat,101,20,annealing
1457469216,projet_25_30_10.dat,375,20,annealing
1457469219,projet_25_30_2.dat,10,3,annealing
1457469226,projet_25_30_10.dat,373,20,annealing
1457469229,projet_25_30_2.dat,10,3,annealing
1457469245,projet_25_30_4.dat,166,20,annealing
1457469249,projet_25_30_3.dat,209,20,annealing
1457469265,projet_25_30_5.dat,331,20,annealing
1457469269,projet_25_30_4.dat,160,20,annealing
1457469278,projet_25_30_6.dat,94,13,annealing
1457469289,projet_25_30_5.dat,340,20,annealing
1457469298,projet_25_30_7.dat,154,20,annealing
1457469316,projet_25_30_7.dat,157,20,annealing
1457469318,projet_25_30_8.dat,239,20,annealing
1457469336,projet_25_30_8.dat,246,20,annealing
1457469338,projet_25_30_9.dat,235,20,annealing
1457469340,projet_5_8_1.dat,24,2,annealing
1457469345,projet_5_8_10.dat,40,5,annealing
1457469346,projet_5_8_2.dat,4,1,annealing
1457469350,projet_5_8_3.dat,30,4,annealing
1457469353,projet_5_8_4.dat,18,2,annealing
1457469356,projet_25_30_9.dat,239,20,annealing
1457469358,projet_5_8_5.dat,40,5,annealing
1457469359,projet_5_8_1.dat,24,3,annealing
1457469362,projet_5_8_6.dat,23,4,annealing
1457469364,projet_5_8_10.dat,40,5,annealing
1457469367,projet_5_8_7.dat,30,5,annealing
1457469370,projet_5_8_3.dat,30,4,annealing
1457469371,projet_5_8_8.dat,28,4,annealing
1457469374,projet_5_8_4.dat,18,3,annealing
1457469377,projet_5_8_9.dat,23,5,annealing
1457469378,projet_5_8_5.dat,40,4,annealing
1457469381,projet_5_8_6.dat,23,3,annealing
1457469382,projet_5_8_7.dat,9,1,annealing
1457469385,projet_5_8_8.dat,28,3,annealing
1457469386,projet_5_8_9.dat,9,1,annealing
