1457349213,projet_12_10_1.dat,39,0,greedy
1457349213,projet_12_10_10.dat,115,0,greedy
1457349213,projet_12_10_2.dat,4,0,greedy
1457349213,projet_12_10_3.dat,65,0,greedy
1457349213,projet_12_10_4.dat,37,0,greedy
1457349213,projet_12_10_5.dat,107,0,greedy
1457349213,projet_12_10_6.dat,50,0,greedy
1457349213,projet_12_10_7.dat,45,0,greedy
1457349213,projet_12_10_8.dat,78,0,greedy
1457349213,projet_12_10_9.dat,32,0,greedy
1457349213,projet_15_17_1.dat,39,0,greedy
1457349213,projet_15_17_10.dat,242,0,greedy
1457349213,projet_15_17_2.dat,5,0,greedy
1457349213,projet_15_17_3.dat,120,0,greedy
1457349213,projet_15_17_4.dat,74,0,greedy
1457349213,projet_15_17_5.dat,215,0,greedy
1457349213,projet_15_17_6.dat,50,0,greedy
1457349213,projet_15_17_7.dat,36,0,greedy
1457349213,projet_15_17_8.dat,139,0,greedy
1457349213,projet_15_17_9.dat,87,0,greedy
1457349213,projet_20_25_1.dat,66,0,greedy
1457349213,projet_20_25_10.dat,427,0,greedy
1457349213,projet_20_25_2.dat,20,0,greedy
1457349214,projet_20_25_3.dat,176,0,greedy
1457349214,projet_20_25_4.dat,131,0,greedy
1457349214,projet_20_25_5.dat,389,0,greedy
1457349214,projet_20_25_6.dat,69,0,greedy
1457349214,projet_20_25_7.dat,148,0,greedy
1457349214,projet_20_25_8.dat,253,0,greedy
1457349214,projet_20_25_9.dat,189,0,greedy
1457349214,projet_25_30_1.dat,112,0,greedy
1457349214,projet_25_30_10.dat,557,0,greedy
1457349214,projet_25_30_2.dat,10,0,greedy
1457349214,projet_25_30_3.dat,229,0,greedy
1457349214,projet_25_30_4.dat,160,0,greedy
1457349214,projet_25_30_5.dat,513,0,greedy
1457349214,projet_25_30_6.dat,137,0,greedy
1457349215,projet_25_30_7.dat,158,0,greedy
1457349215,projet_25_30_8.dat,320,0,greedy
1457349215,projet_25_30_9.dat,254,0,greedy
1457349215,projet_5_8_1.dat,24,0,greedy
1457349215,projet_5_8_10.dat,40,0,greedy
1457349215,projet_5_8_2.dat,4,0,greedy
1457349215,projet_5_8_3.dat,30,0,greedy
1457349215,projet_5_8_4.dat,18,0,greedy
1457349215,projet_5_8_5.dat,40,0,greedy
1457349215,projet_5_8_6.dat,23,0,greedy
1457349215,projet_5_8_7.dat,29,0,greedy
1457349215,projet_5_8_8.dat,28,0,greedy
1457349215,projet_5_8_9.dat,23,0,greedy
