1457349219,projet_12_10_10.dat,115,0,greedyWconnexity
1457349219,projet_12_10_2.dat,4,0,greedyWconnexity
1457349219,projet_12_10_3.dat,65,0,greedyWconnexity
1457349220,projet_12_10_5.dat,107,0,greedyWconnexity
1457349220,projet_12_10_8.dat,78,0,greedyWconnexity
1457349220,projet_15_17_10.dat,242,0,greedyWconnexity
1457349220,projet_15_17_3.dat,120,0,greedyWconnexity
1457349220,projet_15_17_5.dat,215,0,greedyWconnexity
1457349220,projet_20_25_10.dat,427,0,greedyWconnexity
1457349220,projet_20_25_2.dat,20,0,greedyWconnexity
1457349220,projet_20_25_3.dat,176,0,greedyWconnexity
1457349220,projet_20_25_5.dat,389,0,greedyWconnexity
1457349220,projet_20_25_8.dat,253,0,greedyWconnexity
1457349220,projet_25_30_10.dat,557,0,greedyWconnexity
1457349220,projet_25_30_5.dat,513,0,greedyWconnexity
1457349220,projet_25_30_8.dat,320,0,greedyWconnexity
1457349221,projet_5_8_1.dat,24,0,greedyWconnexity
1457349221,projet_5_8_10.dat,40,0,greedyWconnexity
1457349221,projet_5_8_2.dat,4,0,greedyWconnexity
1457349221,projet_5_8_3.dat,30,0,greedyWconnexity
1457349221,projet_5_8_4.dat,18,0,greedyWconnexity
1457349221,projet_5_8_5.dat,40,0,greedyWconnexity
1457349221,projet_5_8_6.dat,23,0,greedyWconnexity
1457349221,projet_5_8_8.dat,28,0,greedyWconnexity
