1457511461,projet_5_8_1.dat,24,0,warmGreedyFrontal
1457511461,projet_5_8_10.dat,40,0,warmGreedyFrontal
1457511461,projet_5_8_2.dat,4,0,warmGreedyFrontal
1457511462,projet_5_8_3.dat,30,1,warmGreedyFrontal
1457511462,projet_5_8_4.dat,18,0,warmGreedyFrontal
1457511462,projet_5_8_5.dat,40,0,warmGreedyFrontal
1457511462,projet_5_8_6.dat,23,0,warmGreedyFrontal
1457511490,projet_5_8_7.dat,30,28,warmGreedyFrontal
1457511491,projet_5_8_8.dat,28,1,warmGreedyFrontal
1457511491,projet_5_8_9.dat,23,0,warmGreedyFrontal
